_id,State,PC No,PC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share
740,Bihar,8,Supaul,3,BAIDYA NATH MEHTA,Independent,51325,327,51652,4.2
741,Bihar,8,Supaul,4,YOG NARAYAN SINGH,Independent,27447,7,27454,2.23
742,Bihar,8,Supaul,5,VINDESHWARI PRASAD,Independent,18450,7,18457,1.5
743,Bihar,8,Supaul,6,KIRAN DEVI,Bahujan Samaj Party,17961,118,18079,1.47
744,Bihar,8,Supaul,7,MOHD KALIM KHAN,Rashtriya Jansambhavna Party,14064,14,14078,1.14
745,Bihar,8,Supaul,8,UMESH PRASAD SAH,Jai Hind Party,12971,43,13014,1.06
746,Bihar,8,Supaul,9,RAJ KUMAR YADAV,Viro Ke Vir Indian Party,10795,11,10806,0.88
747,Bihar,8,Supaul,10,RAMESH KUMAR ANAND,"Proutist Bloc, India",9439,12,9451,0.77
748,Bihar,8,Supaul,11,ABDUL MATIN,Independent,7177,17,7194,0.58
749,Bihar,8,Supaul,12,BAMBAM KUMAR,Independent,7000,6,7006,0.57
750,Bihar,8,Supaul,13,NITISH KUMAR,Independent,5894,21,5915,0.48
751,Bihar,8,Supaul,14,AJAY KUMAR SAH,Independent,5330,21,5351,0.43
752,Bihar,8,Supaul,15,SHIV HARI AGRAWAL,Bharat Nirman Party,3770,2,3772,0.31
753,Bihar,8,Supaul,16,NOTA,None of the Above,18444,168,18612,1.51
754,Bihar,9,Araria,1,PRADEEP KUMAR SINGH,Bharatiya Janata Party,599118,1028,600146,47.91
755,Bihar,9,Araria,2,SHAHNAWAZ,Rashtriya Janata Dal,578904,1148,580052,46.31
756,Bihar,9,Araria,3,SHATRUGHAN PRASAD SUMAN,Independent,13697,49,13746,1.1
757,Bihar,9,Araria,4,MD GHOUSUL AZAM,Bahujan Samaj Party,12672,18,12690,1.01
758,Bihar,9,Araria,5,MD. MOBINUL HAQUE,Independent,12005,3,12008,0.96
759,Bihar,9,Araria,6,MD. ISMAIL,Bharatiya Momin Front,7353,1,7354,0.59
760,Bihar,9,Araria,7,AKHILESH KUMAR,Independent,5086,34,5120,0.41
761,Bihar,9,Araria,8,MUSHTAK ALAM,Independent,4897,2,4899,0.39
762,Bihar,9,Araria,9,ZAWED AKHTAR,The National Road Map Party of India,3037,4,3041,0.24
763,Bihar,9,Araria,10,NOTA,None of the Above,13438,66,13504,1.08
764,Bihar,10,Kishanganj,1,MOHAMMAD JAWED,Indian National Congress,402470,380,402850,35
765,Bihar,10,Kishanganj,2,MUJAHID ALAM,Janata Dal  (United),342795,363,343158,29.81
766,Bihar,10,Kishanganj,3,AKHTARUL IMAN,All India Majlis-E-Ittehadul Muslimeen,309011,253,309264,26.87
767,Bihar,10,Kishanganj,4,BIDESHI RISHIDEV,Independent,11815,3,11818,1.03
768,Bihar,10,Kishanganj,5,VISHWANATH TUDU,Independent,11300,2,11302,0.98
769,Bihar,10,Kishanganj,6,MD GUFRAN JAMALI,Independent,9992,1,9993,0.87
770,Bihar,10,Kishanganj,7,HASIRUL,Independent,9522,2,9524,0.83
771,Bihar,10,Kishanganj,8,BABUL ALAM,Bahujan Samaj Party,7575,4,7579,0.66
772,Bihar,10,Kishanganj,9,RAVI KUMAR ROY,Independent,7299,3,7302,0.63
773,Bihar,10,Kishanganj,10,SHAHABUZZAMA BHARTIYA,Rashtriya Samaj Paksha,6055,-,6055,0.53
774,Bihar,10,Kishanganj,11,CHHOTE LAL MAHTO,Independent,3758,5,3763,0.33
775,Bihar,10,Kishanganj,12,MOHAMMAD KAUSAR PERWEZ,Independent,3525,-,3525,0.31
776,Bihar,10,Kishanganj,13,NOTA,None of the Above,24953,13,24966,2.17
777,Bihar,11,Katihar,1,TARIQ ANWAR,Indian National Congress,565025,2067,567092,48.41
778,Bihar,11,Katihar,2,DULAL CHANDRA GOSWAMI,Janata Dal  (United),516199,1030,517229,44.15
779,Bihar,11,Katihar,3,GOPAL KUMAR MAHTO,Bahujan Samaj Party,14452,46,14498,1.24
780,Bihar,11,Katihar,4,GYANESHWAR SOREN,Independent,12307,10,12317,1.05
781,Bihar,11,Katihar,5,KHALID MOBARAK,Independent,10828,43,10871,0.93
782,Bihar,11,Katihar,6,RAJ KUMAR MANDAL,Rashtriya Jansambhavna Party,8473,14,8487,0.72
783,Bihar,11,Katihar,7,VISHNU SINGH,Bharat Jago Janta Party,6303,37,6340,0.54
784,Bihar,11,Katihar,8,MARANG HANSADA,Peoples Party of India (Democratic),5875,14,5889,0.5
785,Bihar,11,Katihar,9,BINDU KUMARI,Samaj Shakti Party,5866,18,5884,0.5
786,Bihar,11,Katihar,10,NOTA,None of the Above,22866,73,22939,1.96
787,Bihar,12,Purnia,1,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,566867,689,567556,47.46
788,Bihar,12,Purnia,2,SANTOSH KUMAR,Janata Dal  (United),543313,396,543709,45.47
789,Bihar,12,Purnia,3,BIMA BHARTI,Rashtriya Janata Dal,27017,103,27120,2.27
790,Bihar,12,Purnia,4,ARUN DAS,Bahujan Samaj Party,10595,24,10619,0.89
791,Bihar,12,Purnia,5,SATYENDRA YADAV,Independent,8457,2,8459,0.71
792,Bihar,12,Purnia,6,NOMAN ALAM,Independent,7693,-,7693,0.64
793,Bihar,12,Purnia,7,KISHOR KUMAR YADAV,All India Forward Bloc,6846,8,6854,0.57
794,Bihar,12,Purnia,8,NOTA,None of the Above,23819,15,23834,1.99
795,Bihar,13,Madhepura,1,DINESH CHANDRA YADAV,Janata Dal  (United),639758,891,640649,52.96
796,Bihar,13,Madhepura,2,DA KUMAR CHANDRADEEP,Rashtriya Janata Dal,464982,1133,466115,38.53
797,Bihar,13,Madhepura,3,SURESHWAR PODDAR,Aadarsh Mithila Party,15423,11,15434,1.28
798,Bihar,13,Madhepura,4,MD ARSHAD HUSSAIN,Bahujan Samaj Party,12947,44,12991,1.07
799,Bihar,13,Madhepura,5,JAWAHAR LAL JAISWAL,Socialist Unity Centre Of India (COMMUNIST),11320,2,11322,0.94
800,Bihar,13,Madhepura,6,UCHESHWAR PANDIT,Samajhdar Party,11127,22,11149,0.92
801,Bihar,13,Madhepura,7,PRO KAMESHWAR YADAV,Bharatiya Jan Kranti Dal (Democratic),10665,9,10674,0.88
802,Bihar,13,Madhepura,8,AJABLAL MEHTA,Yuva Krantikari Party,8720,16,8736,0.72
803,Bihar,13,Madhepura,9,NOTA,None of the Above,32557,68,32625,2.7
804,Bihar,14,Darbhanga,1,GOPAL JEE THAKUR,Bharatiya Janata Party,565706,924,566630,55.33
805,Bihar,14,Darbhanga,2,LALIT KUMAR YADAV,Rashtriya Janata Dal,387408,1066,388474,37.93
806,Bihar,14,Darbhanga,3,SAROJ CHAUDHARY,Mithilanchal Mukti Morcha,18018,7,18025,1.76
807,Bihar,14,Darbhanga,4,DURGANANDA MAHAVIR NAYAK,Bahujan Samaj Party,8259,9,8268,0.81
808,Bihar,14,Darbhanga,5,MITHILESH MAHTO,Independent,6983,9,6992,0.68
809,Bihar,14,Darbhanga,6,KISHOR KUMAR DAS,Akhil Bhartiya Parivar Party,5716,5,5721,0.56
810,Bihar,14,Darbhanga,7,RAJNISH KUMAR,Jantantra Awaj Party,3634,4,3638,0.36
811,Bihar,14,Darbhanga,8,RANJEET KUMAR RAM,Wazib Adhikar Party,2529,3,2532,0.25
812,Bihar,14,Darbhanga,9,NOTA,None of the Above,23881,23,23904,2.33
813,Bihar,15,Muzaffarpur,1,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party,618569,1180,619749,55.71
814,Bihar,15,Muzaffarpur,2,AJAY NISHAD,Indian National Congress,383759,1063,384822,34.59
815,Bihar,15,Muzaffarpur,3,ALOK KUMAR SINH,Independent,17225,-,17225,1.55
816,Bihar,15,Muzaffarpur,4,AWADHESH PRASAD SINGH,Independent,15617,1,15618,1.4
817,Bihar,15,Muzaffarpur,5,JITENDRA KUMAR,Independent,8692,8,8700,0.78
818,Bihar,15,Muzaffarpur,6,NILIMA KUMARI,Independent,7309,1,7310,0.66
819,Bihar,15,Muzaffarpur,7,VIJAYESH KUMAR,Bahujan Samaj Party,6530,17,6547,0.59
820,Bihar,15,Muzaffarpur,8,AJAY SAHNI,Independent,5157,1,5158,0.46
821,Bihar,15,Muzaffarpur,9,SUNITA KUMARI,Bajjikanchal Vikas Party,4791,1,4792,0.43
822,Bihar,15,Muzaffarpur,10,MOHAMMAD ANZARUL HASAN,All India Majlis-E-Ittehadul Muslimeen,4121,10,4131,0.37
823,Bihar,15,Muzaffarpur,11,MD HAIDAR,Independent,3897,-,3897,0.35
824,Bihar,15,Muzaffarpur,12,MUKESH KUMAR,Independent,3225,-,3225,0.29
825,Bihar,15,Muzaffarpur,13,SUDHIR KUMAR OJHA,Bhartiya Sarthak Party,2890,3,2893,0.26
826,Bihar,15,Muzaffarpur,14,SABINA KHATOON,Indian National League,2445,8,2453,0.22
827,Bihar,15,Muzaffarpur,15,SANDIP KUMAR,Jantantra Awaj Party,1968,3,1971,0.18
828,Bihar,15,Muzaffarpur,16,ARVIND KUMAR CHAUDHARY,Socialist Unity Centre Of India (COMMUNIST),1852,5,1857,0.17
829,Bihar,15,Muzaffarpur,17,AJITANSH GAUR,The Agrani Party,1840,3,1843,0.17
830,Bihar,15,Muzaffarpur,18,SANJAY KUMAR,Independent,1811,1,1812,0.16
831,Bihar,15,Muzaffarpur,19,BASKIT KUMAR SHARMA,Independent,1778,1,1779,0.16
832,Bihar,15,Muzaffarpur,20,SONELAL PASWAN,Independent,1730,1,1731,0.16
833,Bihar,15,Muzaffarpur,21,MANORANJAN KUMAR,Independent,1595,3,1598,0.14
834,Bihar,15,Muzaffarpur,22,NAND KISHORE SHARMA,Apna Kisan Party,1521,1,1522,0.14
835,Bihar,15,Muzaffarpur,23,ABHAY KUMAR,Samata Party,1170,4,1174,0.11
836,Bihar,15,Muzaffarpur,24,PRABHAKAR RANJAN,Ekam Sanatan Bharat Dal,1115,1,1116,0.1
837,Bihar,15,Muzaffarpur,25,RAJU SINGH,Independent,984,-,984,0.09
838,Bihar,15,Muzaffarpur,26,SAROJ KUMAR CHAUDHARY,Independent,965,-,965,0.09
839,Bihar,15,Muzaffarpur,27,NOTA,None of the Above,7539,49,7588,0.68
840,Bihar,16,Vaishali,1,VEENA DEVI,Lok Janshakti Party(Ram Vilas),566225,818,567043,48.38
841,Bihar,16,Vaishali,2,VIJAY KUMAR SHUKLA,Rashtriya Janata Dal,476199,1210,477409,40.73
842,Bihar,16,Vaishali,3,VIKKY KUMAR,Independent,34253,3,34256,2.92
843,Bihar,16,Vaishali,4,SHAMBHU KUMAR SINGH,Bahujan Samaj Party,21367,69,21436,1.83
844,Bihar,16,Vaishali,5,RAJ NARAYAN YADAV,Independent,9614,2,9616,0.82
845,Bihar,16,Vaishali,6,PARAMHANS SINGH,Independent,5316,1,5317,0.45
846,Bihar,16,Vaishali,7,HARI NARAYAN RAM,Viro Ke Vir Indian Party,5097,3,5100,0.44
847,Bihar,16,Vaishali,8,RAMESHWAR MAHTO,Bhartiya Sarthak Party,4141,9,4150,0.35
848,Bihar,16,Vaishali,9,KUMAR SHISHIR,Independent,3903,4,3907,0.33
849,Bihar,16,Vaishali,10,MUHAMAD AVAS,Independent,3758,-,3758,0.32
850,Bihar,16,Vaishali,11,ABHA RAY,Peoples Party of India (Democratic),3263,11,3274,0.28
851,Bihar,16,Vaishali,12,NARESH RAM,Socialist Unity Centre Of India (COMMUNIST),2998,11,3009,0.26
852,Bihar,16,Vaishali,13,VINOD KUMAR SHARMA,Jantantra Awaj Party,2929,5,2934,0.25
853,Bihar,16,Vaishali,14,ANIKET RAJ,Rashtriya Samaj Paksha,2018,7,2025,0.17
854,Bihar,16,Vaishali,15,BALENDRA TIWARY,Hindustan Janta Party Secular,1360,6,1366,0.12
855,Bihar,16,Vaishali,16,NOTA,None of the Above,27420,40,27460,2.34
856,Bihar,17,Gopalganj,1,DR. ALOK KUMAR SUMAN,Janata Dal  (United),510329,1537,511866,48.15
857,Bihar,17,Gopalganj,2,PREM NATH CHANCHAL ALIAS CHANCHAL PASWAN,Vikassheel Insaan Party,383065,1621,384686,36.19
858,Bihar,17,Gopalganj,3,DINANATH MANJHI,All India Majlis-E-Ittehadul Muslimeen,29900,92,29992,2.82
859,Bihar,17,Gopalganj,4,SUJEET KUMAR RAM,Bahujan Samaj Party,29145,127,29272,2.75
860,Bihar,17,Gopalganj,5,ANIL RAM,Independent,12988,14,13002,1.22
861,Bihar,17,Gopalganj,6,SATYENDRA BAITHA,Independent,12253,16,12269,1.15
862,Bihar,17,Gopalganj,7,BHOLA HARIJAN,Independent,11138,2,11140,1.05
863,Bihar,17,Gopalganj,8,RAM KUMAR MANJHI,Gana Suraksha Party,8531,9,8540,0.8
864,Bihar,17,Gopalganj,9,NAMI RAM,Independent,6716,-,6716,0.63
865,Bihar,17,Gopalganj,10,SURENDRA RAM,Bhartiya Rashtriya Dal,6673,39,6712,0.63
866,Bihar,17,Gopalganj,11,JITENDRA RAM,Bahujan Mukti Party,5942,27,5969,0.56
867,Bihar,17,Gopalganj,12,NOTA,None of the Above,42713,150,42863,4.03
868,Bihar,18,Siwan,1,VIJAYLAKSHMI DEVI,Janata Dal  (United),385625,883,386508,38.73
869,Bihar,18,Siwan,2,HENA SHAHAB,Independent,293084,567,293651,29.42
870,Bihar,18,Siwan,3,AWADH BIHARI CHOUDHARY,Rashtriya Janata Dal,198063,760,198823,19.92
871,Bihar,18,Siwan,4,SATYENDRA KUSHWAHA,Independent,21558,7,21565,2.16
872,Bihar,18,Siwan,5,JEEWAN KUMAR,Independent,18489,101,18590,1.86
873,Bihar,18,Siwan,6,DILIP KU SINGH,Bahujan Samaj Party,12032,80,12112,1.21
874,Bihar,18,Siwan,7,SANJAY KUMAR SAH,Bhartiya Lok Nayak Party,8851,28,8879,0.89
875,Bihar,18,Siwan,8,DR. RAVINDRA NATH SHUKLA,Independent,8681,12,8693,0.87
876,Bihar,18,Siwan,9,DEVKANT MISHRA,Independent,6162,19,6181,0.62
877,Bihar,18,Siwan,10,PRAMOD KUMAR,Independent,5666,2,5668,0.57
878,Bihar,18,Siwan,11,PRAKASH MANI TIWARI,Independent,4503,6,4509,0.45
879,Bihar,18,Siwan,12,MAHENDRA SINGH ALIAS MAHENDRA RAI,Independent,3920,2,3922,0.39
880,Bihar,18,Siwan,13,DILIP KUMAR SINGH,Independent,1947,6,1953,0.2
881,Bihar,18,Siwan,14,NOTA,None of the Above,26925,39,26964,2.7
882,Bihar,19,Maharajganj,1,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,527974,1559,529533,52.22
883,Bihar,19,Maharajganj,2,AAKASH KUMAR SINGH,Indian National Congress,425887,995,426882,42.09
884,Bihar,19,Maharajganj,3,TRIBHUWAN RAM,Peoples Party of India (Democratic),14830,8,14838,1.46
885,Bihar,19,Maharajganj,4,MADHUSUDAN SINGH,Bahujan Samaj Party,13359,43,13402,1.32
886,Bihar,19,Maharajganj,5,AKHILESHWAR PRASAD SINGH,All India Majlis-E-Ittehadul Muslimeen,7750,17,7767,0.77
887,Bihar,19,Maharajganj,6,NOTA,None of the Above,21662,25,21687,2.14
888,Bihar,20,Saran,1,RAJIV PRATAP RUDY,Bharatiya Janata Party,470234,1518,471752,46.18
889,Bihar,20,Saran,2,ROHINI ACHARYA,Rashtriya Janata Dal,456763,1328,458091,44.84
890,Bihar,20,Saran,3,LAXAMAN PRAO YADAV,Independent,22041,2,22043,2.16
891,Bihar,20,Saran,4,SHAK NAUSHAD,Independent,16101,2,16103,1.58
892,Bihar,20,Saran,5,AVINASH KUMAR,Bahujan Samaj Party,14708,62,14770,1.45
893,Bihar,20,Saran,6,RAGHWENDRA PRATAP SINGH,Independent,5165,2,5167,0.51
894,Bihar,20,Saran,7,GAJENDRA PRASAD CHAURSIYA,Janhit Kisan Party,5025,5,5030,0.49
895,Bihar,20,Saran,8,SHATRUDHAN TIWARY,Bhartiya Sarthak Party,3661,26,3687,0.36
896,Bihar,20,Saran,9,MOHAMAD SALIM,Independent,3148,3,3151,0.31
897,Bihar,20,Saran,10,ARTI KUMARI,Independent,3009,14,3023,0.3
898,Bihar,20,Saran,11,PRABHAT KUMAR,Independent,2302,4,2306,0.23
899,Bihar,20,Saran,12,BARUN KUMAR DAS,Gana Suraksha Party,1770,5,1775,0.17
900,Bihar,20,Saran,13,GYANI KUMAR SHARMA,Bharatiya Ekta Dal,1699,5,1704,0.17
901,Bihar,20,Saran,14,RAJESH KUSHWAHA,Bhartiya Lok Chetna Party,1486,3,1489,0.15
902,Bihar,20,Saran,15,NOTA,None of the Above,11382,35,11417,1.12
903,Bihar,21,Hajipur,1,CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas),613106,2612,615718,53.29
904,Bihar,21,Hajipur,2,SHIV CHANDRA RAM,Rashtriya Janata Dal,442553,3060,445613,38.57
905,Bihar,21,Hajipur,3,SURENDRA KUMAR PASWAN,Independent,17241,4,17245,1.49
906,Bihar,21,Hajipur,4,SHASHI SWARAJ,Bahujan Samaj Party,8591,88,8679,0.75
907,Bihar,21,Hajipur,5,HARIWANSH PASWAN,Independent,7113,4,7117,0.62
908,Bihar,21,Hajipur,6,SHAILENDRA KUMAR,Independent,6153,8,6161,0.53
909,Bihar,21,Hajipur,7,ASHOK KUMAR,Samata Party,4701,20,4721,0.41
910,Bihar,21,Hajipur,8,RANDHIR PASWAN,Independent,2671,4,2675,0.23
911,Bihar,21,Hajipur,9,RAJ KUMAR PASWAN,Yuva Bihar Sena,1983,7,1990,0.17
912,Bihar,21,Hajipur,10,DHARMENDRA KUMAR,Jantantra Awaj Party,1971,7,1978,0.17
913,Bihar,21,Hajipur,11,MADHUSUDHAN PASWAN,Independent,1793,8,1801,0.16
914,Bihar,21,Hajipur,12,RAJESH KUMAR RAUSHAN,Socialist Unity Centre Of India (COMMUNIST),1694,7,1701,0.15
915,Bihar,21,Hajipur,13,MEGHNATH PASWAN,Independent,1680,-,1680,0.15
916,Bihar,21,Hajipur,14,BALENDRA DAS,Janshakti Janta Dal,1308,10,1318,0.11
917,Bihar,21,Hajipur,15,NOTA,None of the Above,36836,91,36927,3.2
918,Bihar,22,Ujiarpur,1,NITYANAND RAI,Bharatiya Janata Party,515159,806,515965,49.51
919,Bihar,22,Ujiarpur,2,ALOK KUMAR MEHTA,Rashtriya Janata Dal,454870,993,455863,43.75
920,Bihar,22,Ujiarpur,3,SANJAY PASWAN,Independent,16961,2,16963,1.63
921,Bihar,22,Ujiarpur,4,MOHAN KUMAR MAURYA,Bahujan Samaj Party,7081,20,7101,0.68
922,Bihar,22,Ujiarpur,5,RAKESH KUMAR,Independent,5953,4,5957,0.57
923,Bihar,22,Ujiarpur,6,SANTHOSH RAI,Rashtriya Jansambhavna Party,4423,3,4426,0.42
924,Bihar,22,Ujiarpur,7,NARENDRA GIRI,Independent,3150,1,3151,0.3
925,Bihar,22,Ujiarpur,8,KISHOR KUMAR,Independent,2209,-,2209,0.21
926,Bihar,22,Ujiarpur,9,AMARESH RAY,Independent,2140,3,2143,0.21
927,Bihar,22,Ujiarpur,10,ANSHU KUMAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),1749,7,1756,0.17
928,Bihar,22,Ujiarpur,11,RAMPUKAR RAY,Socialist Unity Centre Of India (COMMUNIST),1299,7,1306,0.13
929,Bihar,22,Ujiarpur,12,NIKKI JHA,Jagrook Janta Party,1006,14,1020,0.1
930,Bihar,22,Ujiarpur,13,MANOJ KUMAR,Janta Raj Vikas Party,937,2,939,0.09
931,Bihar,22,Ujiarpur,14,NOTA,None of the Above,23246,23,23269,2.23
932,Bihar,23,Samastipur,1,SHAMBHAVI,Lok Janshakti Party(Ram Vilas),579095,691,579786,52.97
933,Bihar,23,Samastipur,2,SUNNY HAZARI,Indian National Congress,391558,977,392535,35.86
934,Bihar,23,Samastipur,3,SHASHI BHUSHAN DAS,Independent,25953,4,25957,2.37
935,Bihar,23,Samastipur,4,RAVI RAUSHAN KUMAR,Independent,16151,4,16155,1.48
936,Bihar,23,Samastipur,5,RAM LAKHAN  MAHTO,Bahujan Samaj Party,12698,34,12732,1.16
937,Bihar,23,Samastipur,6,PINKU PASWAN,Rashtriya Jansambhavna Party,12426,11,12437,1.14
938,Bihar,23,Samastipur,7,MUKESH CHAUPAL,Independent,5574,5,5579,0.51
939,Bihar,23,Samastipur,8,JIBACHH KUMAR HAJARI,Independent,4686,8,4694,0.43
940,Bihar,23,Samastipur,9,RATAN BIHARI,Desh Janhit Party,3411,8,3419,0.31
941,Bihar,23,Samastipur,10,VIDYA NAND RAM,Wazib Adhikar Party,3110,2,3112,0.28
942,Bihar,23,Samastipur,11,AMRITA KUMARI,Independent,2849,3,2852,0.26
943,Bihar,23,Samastipur,12,LAL BABU MAHTO,Sathi Aur Aapka Faisala Party,2665,1,2666,0.24
944,Bihar,23,Samastipur,13,NOTA,None of the Above,32645,23,32668,2.98
945,Bihar,24,Begusarai,1,GIRIRAJ SINGH,Bharatiya Janata Party,646912,2419,649331,50.15
946,Bihar,24,Begusarai,2,ABDHESH KUMAR ROY,Communist Party of India,564310,3541,567851,43.86
947,Bihar,24,Begusarai,3,INDRAJEET KUMAR ROY,Independent,12947,6,12953,1
948,Bihar,24,Begusarai,4,RAJNISH KUMAR MUKHIYA,Rashtriya Jansambhavna Party,10846,26,10872,0.84
949,Bihar,24,Begusarai,5,ADV CHANDAN KUMAR DAS,Bahujan Samaj Party,8362,91,8453,0.65
950,Bihar,24,Begusarai,6,RAM BADAN RAI,Karpoori Janta Dal,6599,45,6644,0.51
951,Bihar,24,Begusarai,7,MD SHAHNAWAZ HASSAN,Independent,6144,8,6152,0.48
952,Bihar,24,Begusarai,8,ARUN KUMAR,Independent,4030,15,4045,0.31
953,Bihar,24,Begusarai,9,RAJ KUMAR SAH,Akhil Bhartiya Parivar Party,3329,21,3350,0.26
954,Bihar,24,Begusarai,10,RAMUDGAR,Socialist Unity Centre Of India (COMMUNIST),2633,7,2640,0.2
955,Bihar,24,Begusarai,11,NOTA,None of the Above,22283,99,22382,1.73
956,Bihar,25,Khagaria,1,RAJESH VERMA,Lok Janshakti Party(Ram Vilas),537331,1326,538657,50.73
957,Bihar,25,Khagaria,2,SANJAY KUMAR,Communist Party of India  (Marxist),375988,1538,377526,35.55
958,Bihar,25,Khagaria,3,RUPAM DEVI,Independent,27370,25,27395,2.58
959,Bihar,25,Khagaria,4,SONU KUMAR,Independent,24478,5,24483,2.31
960,Bihar,25,Khagaria,5,PINKESH KUMAR,Rashtriya Jan Kalyan Party Secular,19487,8,19495,1.84
961,Bihar,25,Khagaria,6,DR RAVI KUMAR,Bahujan Samaj Party,13894,159,14053,1.32
962,Bihar,25,Khagaria,7,AJAY KUMAR,Rashtriya Jansambhavna Party,8256,54,8310,0.78
963,Bihar,25,Khagaria,8,PRIYADARSHEE DINKAR,Independent,7892,12,7904,0.74
964,Bihar,25,Khagaria,9,DINANATH CHANDRAVANSHI,Independent,6142,20,6162,0.58
965,Bihar,25,Khagaria,10,CHANDRA KISHOR THAKUR,Aam Janta Party Rashtriya,2806,43,2849,0.27
966,Bihar,25,Khagaria,11,ASIF IMAM,Aadarsh Mithila Party,2434,9,2443,0.23
967,Bihar,25,Khagaria,12,KANCHAN MALA,Hindustan People's Party (Democratic),1478,28,1506,0.14
968,Bihar,25,Khagaria,13,NOTA,None of the Above,31056,55,31111,2.93
969,Bihar,26,Bhagalpur,1,AJAY KUMAR MANDAL,Janata Dal  (United),534923,1108,536031,50.38
970,Bihar,26,Bhagalpur,2,AJEET SHARMA,Indian National Congress,430025,1138,431163,40.52
971,Bihar,26,Bhagalpur,3,POONAM SINGH,Bahujan Samaj Party,12547,99,12646,1.19
972,Bihar,26,Bhagalpur,4,HARERAM YADAV,Independent,12255,3,12258,1.15
973,Bihar,26,Bhagalpur,5,DEEPAK KUMAR SINGH,Rashtriya Jansambhavna Party,7654,16,7670,0.72
974,Bihar,26,Bhagalpur,6,CHHOTE LAL KUMAR,Independent,6677,6,6683,0.63
975,Bihar,26,Bhagalpur,7,RAMESH TUDU,Independent,6629,5,6634,0.62
976,Bihar,26,Bhagalpur,8,UMESH PRASAD YADAV,Peoples Party of India (Democratic),5105,21,5126,0.48
977,Bihar,26,Bhagalpur,9,DEEPAK KUMAR,Socialist Unity Centre Of India (COMMUNIST),3758,5,3763,0.35
978,Bihar,26,Bhagalpur,10,MUKESH KUMAR,Akhil Bhartiya Parivar Party,3670,11,3681,0.35
979,Bihar,26,Bhagalpur,11,DAYARAM MANDAL,Lok Sewa Dal,3509,10,3519,0.33
980,Bihar,26,Bhagalpur,12,OM PRAKASH PODDAR,Independent,3091,13,3104,0.29
981,Bihar,26,Bhagalpur,13,NOTA,None of the Above,31771,32,31803,2.99
982,Bihar,27,Banka,1,GIRIDHARI YADAV,Janata Dal  (United),505674,1004,506678,49.96
983,Bihar,27,Banka,2,JAI PRAKASH NARAYAN YADAV,Rashtriya Janata Dal,401567,1267,402834,39.72
984,Bihar,27,Banka,3,NARESH YADAV,Independent,14936,3,14939,1.47
985,Bihar,27,Banka,4,JAY PRAKASH YADAV,Rashtriya Jansambhavna Party,12254,23,12277,1.21
986,Bihar,27,Banka,5,AMRIT TANTI,Bhartiya Dalit Party,9615,55,9670,0.95
987,Bihar,27,Banka,6,NARESH KUMAR PRIYADARSHI,Independent,8103,22,8125,0.8
988,Bihar,27,Banka,7,GANESH KUMAR KUSHAWAHA,Samata Party,7627,18,7645,0.75
989,Bihar,27,Banka,8,UTTAM KUMAR SINGH,Aam Janta Party Rashtriya,6874,37,6911,0.68
990,Bihar,27,Banka,9,KAVINDRA PANDIT,Socialist Unity Centre Of India (COMMUNIST),5226,20,5246,0.52
991,Bihar,27,Banka,10,UMAKANT YADAV,Independent,4932,9,4941,0.49
992,Bihar,27,Banka,11,NOTA,None of the Above,34808,81,34889,3.44
993,Bihar,28,Munger,1,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal  (United),547814,2332,550146,48.3
994,Bihar,28,Munger,2,KUMARI ANITA,Rashtriya Janata Dal,467412,1864,469276,41.2
995,Bihar,28,Munger,3,SHANKAR PRASAD BIND,Independent,21016,7,21023,1.85
996,Bihar,28,Munger,4,PRIYADARSHI PIYUSH,Independent,15718,13,15731,1.38
997,Bihar,28,Munger,5,A. K. SINGH ASHOK,Independent,13809,16,13825,1.21
998,Bihar,28,Munger,6,KUMAR NAVNEET HIMANSHU,Bahujan Samaj Party,12143,137,12280,1.08
999,Bihar,28,Munger,7,KULDIP YADAV,Hindustan People's Party (Democratic),9455,31,9486,0.83
1000,Bihar,28,Munger,8,NEETISH KUMAR,Independent,7470,37,7507,0.66
1001,Bihar,28,Munger,9,PRAVAL KUMAR,Independent,5366,9,5375,0.47
1002,Bihar,28,Munger,10,RAVINDRA MANDAL,Socialist Unity Centre Of India (COMMUNIST),4893,20,4913,0.43
1003,Bihar,28,Munger,11,ADITYA SINGH MADHUKAR,Independent,4124,16,4140,0.36
1004,Bihar,28,Munger,12,PANKAJ KUMAR,Independent,3410,18,3428,0.3
1005,Bihar,28,Munger,13,NOTA,None of the Above,21920,31,21951,1.93
1006,Bihar,29,Nalanda,1,KAUSHALENDRA KUMAR,Janata Dal  (United),557054,2368,559422,48.88
1007,Bihar,29,Nalanda,2,DR. SANDEEP SAURAV,Communist Party of India  (Marxist-Leninist)  (Liberation),388052,2256,390308,34.11
1008,Bihar,29,Nalanda,3,SUDHIR KUMAR,Sanyukt Kisan Vikas Party,25286,5,25291,2.21
1009,Bihar,29,Nalanda,4,SURENDRA PRASAD,Al-Hind Party,18571,5,18576,1.62
